"year","hatchdate","cs","layday","recruit"
2003,132,7,21,0
2003,134,8,22,0
2004,126,6,17,1
2003,136,7,26,0
2005,125,8,15,0
2004,134,8,23,0
2007,136,8,28,0
2016,136,7,19,0
2015,124,9,12,1
2014,126,7,12,0
2014,127,7,15,1
2015,126,11,14,2
2014,126,7,15,0
2014,130,8,16,1
2014,131,7,20,1
2013,145,8,32,1
2012,126,10,10,1
1994,129,10,18,5
1996,133,9,22,1
1993,128,9,16,2
1995,122,11,9,1
1993,127,9,17,0
1995,128,13,11,2
1993,129,13,13,1
1994,142,11,27,1
1996,135,11,20,4
1993,129,9,19,1
1993,128,9,13,0
1994,130,8,17,1
1993,129,6,19,0
1995,130,11,16,3
1994,130,9,13,2
1993,130,10,17,0
1993,129,9,19,4
1995,125,9,14,0
1994,134,8,26,3
1993,129,7,19,2
1993,131,13,18,1
1994,136,13,22,1
1993,131,6,21,0
1994,135,6,27,1
1993,131,9,23,0
1994,135,10,24,1
1993,133,11,21,0
1993,132,8,20,0
1994,135,9,24,0
1993,133,10,19,0
1993,130,9,20,1
1997,124,10,11,0
1995,124,10,12,1
1996,138,5,28,1
1993,132,11,20,1
1993,131,10,19,1
1994,138,12,24,0
1993,132,14,16,1
1993,133,9,22,0
1994,140,7,31,2
1993,129,11,16,3
1993,133,11,21,1
1994,135,8,24,2
1993,135,9,24,1
1993,133,9,24,2
1996,147,9,34,0
1995,133,9,23,4
1994,137,9,29,0
1993,133,9,21,1
1993,135,10,23,0
1994,139,11,27,0
1993,134,8,25,0
1995,132,7,17,0
1996,141,9,26,0
1994,136,8,27,0
1996,142,9,29,1
1998,144,10,34,0
1993,136,10,24,2
1995,131,9,18,2
1994,138,10,26,2
1997,128,8,16,0
1993,137,8,27,1
1994,143,8,35,1
1993,137,10,26,2
2005,133,9,22,3
2005,138,10,25,0
2007,127,11,14,1
2008,140,10,24,0
2006,137,9,26,1
2005,135,11,22,0
1993,136,11,25,2
1993,135,10,25,0
1994,135,9,24,0
1993,134,8,26,0
1993,135,10,24,0
1994,145,9,33,0
1993,139,8,27,1
1995,135,9,24,3
1994,143,10,32,0
1993,141,10,29,0
1994,143,11,32,0
1993,139,11,28,1
1993,143,9,34,1
1993,138,9,29,0
1993,161,7,51,1
2006,137,7,26,2
2006,132,8,22,0
1994,139,8,29,2
1994,138,9,28,1
1995,127,10,14,1
1994,138,11,25,2
1994,133,6,24,1
1994,132,7,22,1
1994,135,9,25,2
1995,125,9,12,1
1996,133,9,23,0
1994,139,8,30,0
1994,140,8,32,0
1997,126,9,13,2
1994,NA,9,30,1
1994,141,7,33,0
1994,140,9,30,2
1995,136,11,25,0
1994,141,7,33,3
1994,141,7,31,0
1994,139,8,29,3
1994,140,11,29,0
1994,141,11,30,1
1997,123,9,11,2
1994,140,9,31,0
1996,137,9,25,1
1995,127,9,16,4
1998,134,9,24,2
1994,143,12,31,0
1994,144,12,30,0
1995,132,11,19,0
1994,143,9,32,0
1998,145,10,33,0
1995,132,11,16,6
1997,129,12,12,2
1996,147,8,29,2
1994,144,10,33,1
1996,154,7,31,0
1995,136,10,25,0
1995,131,8,23,2
1996,142,8,31,0
1995,124,11,12,4
1995,122,9,11,6
1995,123,9,12,2
1995,123,9,12,1
1996,138,9,24,0
1995,125,10,12,1
1996,137,9,25,2
1996,137,9,25,0
1995,127,10,15,3
1995,128,8,18,1
1997,125,11,11,4
1995,128,9,16,0
1996,142,8,30,0
1995,129,11,16,4
1995,129,8,16,0
1995,130,8,20,1
1997,131,10,18,1
1995,133,8,22,5
1996,149,7,34,0
1995,135,7,25,0
1996,146,8,33,0
1995,134,9,22,0
1995,135,7,26,0
1995,134,8,23,0
1995,137,10,26,1
1996,150,8,37,0
1995,137,9,29,2
1997,124,9,11,2
1996,140,9,28,0
1997,130,9,16,2
1996,139,10,26,3
1997,127,10,14,1
1997,126,9,14,0
1997,127,8,16,0
1997,131,9,18,0
1997,128,10,12,1
1997,142,4,17,0
1997,132,7,24,1
1997,138,9,28,0
1998,148,9,37,0
1998,142,10,30,1
1999,143,11,30,0
1998,135,8,24,1
1998,139,8,28,0
1998,143,10,28,0
1993,131,10,20,0
1992,136,10,22,3
1992,140,10,28,0
1991,149,9,38,0
2010,125,11,11,0
2010,134,9,23,1
1992,136,8,25,0
1992,138,11,23,1
1992,135,8,22,3
1993,126,7,16,0
1992,136,5,25,1
1993,132,8,21,1
1992,134,9,21,0
1992,138,8,25,4
1994,136,8,26,0
1993,131,9,18,0
1992,141,8,26,0
1992,139,11,24,1
1992,136,9,22,0
1993,130,10,16,0
1993,133,7,24,1
1992,143,7,34,1
1992,140,9,27,0
1992,140,8,29,0
1994,141,11,30,1
1993,132,9,22,2
1993,132,10,21,3
1992,141,9,29,2
1995,134,10,19,0
1994,135,4,27,0
1992,145,8,33,0
1994,140,7,31,0
1993,137,10,25,3
1992,149,10,36,0
1993,128,9,16,1
1994,140,8,28,1
1993,128,10,17,1
1994,133,9,21,0
1993,132,9,19,3
1993,132,8,22,0
1993,134,8,24,0
1994,135,6,27,0
2003,133,10,22,1
2004,132,7,17,3
1997,125,10,15,0
2000,139,11,25,0
1998,143,7,34,0
1999,134,8,22,0
1998,141,8,32,0
1997,117,10,5,0
1998,133,9,21,2
1999,138,8,26,0
1997,118,9,6,0
1998,136,10,24,1
1997,122,7,12,1
1997,124,8,13,0
1998,135,9,22,1
2000,149,8,39,0
1997,125,10,13,1
1999,138,7,30,0
1997,126,8,17,0
1998,140,7,32,0
1998,136,9,24,3
1997,127,9,12,1
1998,139,6,28,0
1997,127,8,14,0
1997,126,9,15,3
1997,128,13,9,0
1999,134,13,13,0
2000,141,11,27,0
1998,140,9,29,0
1997,127,12,13,0
1999,132,8,22,0
1998,135,7,26,1
1997,127,10,16,0
2006,135,6,27,0
2006,137,7,25,0
2006,135,9,23,0
2008,NA,8,25,0
2008,NA,7,25,0
2006,136,10,24,1
2007,124,8,15,3
2006,138,7,22,1
2006,141,8,30,2
2006,139,6,29,0
2007,124,6,16,0
2006,140,6,31,1
2010,133,10,22,1
2007,129,9,20,1
2009,130,10,18,0
2006,152,9,44,2
2007,129,10,18,0
2007,127,11,16,0
2009,129,11,15,4
2007,130,10,19,0
2008,NA,12,18,0
2007,128,11,16,0
2007,130,8,22,0
2008,137,7,27,0
2009,127,9,18,0
2008,135,8,22,0
2008,137,8,25,1
2009,138,8,27,0
2008,137,7,27,1
2008,137,7,26,0
2009,NA,10,19,0
2008,138,6,28,2
2008,139,6,30,0
2008,142,8,30,0
2008,143,9,32,0
2009,122,9,10,0
2009,125,10,14,1
2009,126,9,14,0
2009,127,11,15,0
2010,130,8,19,1
2009,127,9,17,1
2009,126,11,13,1
2010,148,10,35,0
2009,129,10,17,0
2010,133,11,21,0
2010,128,9,16,3
2010,132,8,22,1
2009,129,8,20,1
2009,131,10,17,3
2010,128,8,17,0
2010,136,10,23,1
2009,133,9,23,0
2007,128,8,19,1
2007,128,8,18,0
2007,127,8,17,0
2007,127,9,16,0
2007,124,8,15,1
2007,126,10,15,0
2007,125,9,15,1
1999,127,8,12,0
1999,132,7,21,0
1999,131,8,21,3
2000,132,8,19,1
1999,131,9,19,0
1999,133,9,23,2
1999,135,9,24,0
1999,135,7,26,0
1999,136,8,28,0
1999,138,7,29,0
2000,140,10,29,3
1999,136,10,26,0
1999,138,8,29,0
1999,138,10,27,0
2000,138,10,26,3
1999,141,11,30,0
2000,140,7,30,2
2000,138,7,28,0
2001,142,7,32,0
1999,140,9,32,0
1999,145,9,32,1
2000,140,10,28,2
1999,146,6,38,0
2000,142,7,31,0
2000,136,9,24,3
2001,143,10,28,0
1994,133,6,25,1
1994,135,5,26,0
1996,156,6,46,0
1998,136,7,25,0
1994,136,4,30,1
1996,147,7,29,0
1995,135,9,24,0
1994,137,9,25,0
1995,125,9,13,2
1996,134,9,22,0
1994,136,7,27,1
1994,138,5,31,2
1995,130,8,18,1
1994,140,9,29,1
1994,140,9,31,0
1994,141,9,31,0
1994,145,8,34,0
1994,142,8,35,0
1994,142,8,32,0
1998,133,7,22,0
1995,129,8,18,0
1994,142,7,33,0
1994,143,12,31,0
1995,128,12,14,0
1995,129,7,19,1
1997,124,9,13,2
1998,130,5,20,1
1995,136,7,27,1
1995,134,8,23,3
1995,138,8,30,0
1997,123,10,8,2
1995,139,11,27,3
1996,142,9,29,0
1995,137,10,27,1
1997,120,11,5,0
1996,134,9,22,0
1997,122,10,9,3
1998,136,10,26,0
1996,135,8,24,0
1996,137,10,23,0
1996,139,11,25,1
1996,138,9,24,2
1996,139,8,25,0
1998,126,9,10,0
1999,124,8,10,1
1997,120,12,4,1
1998,157,7,50,0
1996,140,10,25,0
1996,139,8,27,1
1996,141,7,28,1
1996,140,10,26,0
1996,142,8,29,1
1996,143,9,28,1
1997,122,9,10,3
1996,144,8,30,0
1996,144,9,30,0
1996,147,5,38,0
1997,125,9,15,2
1996,146,6,35,0
1996,148,7,38,2
1996,153,7,41,1
1997,132,9,20,0
1996,153,7,34,0
1985,136,9,22,2
1985,136,7,23,1
1986,159,8,50,1
1987,131,8,22,2
1985,134,11,21,0
1985,139,NA,29,0
1985,144,9,33,1
1986,147,10,36,5
1987,132,11,21,4
1988,148,4,40,0
1986,149,8,39,4
1985,145,10,32,0
1985,148,11,32,2
1986,152,12,38,1
1985,146,9,36,1
2008,134,7,17,0
2002,132,11,19,1
2000,133,8,22,0
2002,123,9,10,1
2002,127,11,12,2
2000,139,9,25,0
2000,138,10,25,1
2001,140,8,30,2
2002,131,10,20,1
2000,143,9,32,0
2000,139,8,28,0
2000,139,8,26,0
2002,125,8,14,0
2000,144,9,33,1
2002,131,10,20,0
2002,162,7,55,0
2000,143,8,34,0
2001,151,8,42,0
2001,142,5,30,0
2001,130,7,21,1
2002,121,10,7,0
2001,142,10,29,1
2002,121,11,6,1
2003,122,10,9,0
2001,138,6,30,0
2002,121,10,6,0
2003,130,9,19,0
2001,140,5,32,0
2001,141,3,31,0
2001,144,11,33,0
2002,121,9,9,0
2001,143,8,32,2
2002,129,9,18,0
2001,146,5,37,0
2001,146,9,35,1
2003,137,6,27,0
2002,126,9,15,2
2002,125,8,16,1
2003,137,10,25,0
2001,145,8,37,0
2002,130,9,18,1
2002,126,8,17,2
2001,149,5,42,0
2001,149,5,41,0
2001,150,9,40,1
2002,127,10,17,3
2002,130,8,20,1
2001,152,7,44,0
2001,150,8,40,0
2007,125,10,13,0
2007,130,8,21,0
2007,129,9,20,0
2007,130,9,20,0
2010,131,8,19,0
1998,127,10,12,1
2000,141,14,24,2
1999,128,12,10,1
1998,129,8,13,0
1999,144,10,33,0
1998,132,11,18,2
1998,135,7,25,0
1999,130,8,16,3
1998,136,8,26,1
1998,136,7,26,0
2000,151,9,37,2
1999,135,7,27,1
1998,136,7,28,1
2000,138,8,27,0
2001,146,6,39,1
1998,138,9,24,0
1998,139,9,30,0
1998,140,9,28,0
2002,147,6,38,0
1998,139,9,29,0
2002,122,9,8,0
2000,135,10,21,0
1998,138,7,27,1
1998,142,10,31,1
1999,136,9,26,0
2002,129,8,19,0
2000,138,8,28,0
1998,140,8,30,0
1999,142,8,34,0
2001,141,8,31,0
1998,141,6,33,1
1999,135,11,22,0
1998,141,10,28,0
1998,146,12,33,0
1999,136,7,27,1
1998,149,8,40,0
2000,141,9,26,2
2003,137,10,26,0
1999,142,8,32,1
1996,135,10,21,0
1996,139,6,31,0
1996,140,5,30,1
1996,140,8,27,1
1996,142,8,30,0
1996,142,10,29,0
1996,143,8,31,0
1997,130,11,16,0
1998,144,9,33,0
1997,142,7,25,0
1996,144,8,32,1
1996,145,10,31,1
1996,145,5,36,0
1996,142,8,26,1
1997,124,10,10,0
1996,144,8,30,0
1996,148,6,38,1
1998,135,7,25,1
1996,148,7,36,0
1997,128,9,13,1
1996,155,6,38,0
2001,145,10,33,1
2001,144,4,38,0
1998,130,8,20,0
1999,126,7,13,0
1998,137,9,26,1
1999,125,8,10,2
1998,138,6,27,2
1998,141,6,34,0
1998,145,9,35,0
1998,149,8,35,0
1999,125,8,14,0
2000,133,9,20,0
1999,127,7,15,0
2000,134,9,22,2
1999,134,6,27,1
1999,135,8,26,0
1999,135,7,27,1
2000,137,9,24,1
1999,139,9,27,0
2000,139,7,23,0
1999,138,8,28,0
2000,144,9,32,2
1999,137,7,29,0
1999,139,9,28,0
1999,141,7,33,2
2000,133,9,20,1
2000,135,7,24,0
2000,137,6,28,3
2000,134,7,27,2
2002,123,6,13,2
2000,136,9,21,3
2000,139,4,30,0
2001,143,4,27,0
2000,138,4,35,1
2000,140,9,28,3
2000,140,7,30,0
2000,140,9,26,2
2000,142,8,30,6
2000,142,7,32,0
2000,141,9,30,0
2000,143,6,31,0
2004,122,5,11,2
2003,124,4,15,2
2002,117,6,7,2
2006,134,9,22,2
2005,127,7,16,0
2002,123,7,12,1
2007,127,10,15,0
2004,129,8,16,1
2002,124,11,9,0
2002,128,7,17,1
2002,128,9,19,3
2002,131,9,21,2
2008,NA,7,18,0
2009,128,9,17,1
2008,134,7,22,0
2008,130,8,18,1
2010,127,10,13,2
2009,127,10,16,0
2008,142,8,32,0
2008,131,8,19,0
2010,128,11,12,1
2009,125,10,11,3
2008,131,7,18,0
2008,138,6,28,0
2008,133,7,24,1
2008,135,9,22,0
2010,131,9,21,2
2008,135,8,24,1
2008,136,6,26,0
2007,128,10,18,0
2003,130,9,19,0
2003,NA,8,35,0
2003,136,7,24,0
2003,142,7,32,0
2005,134,11,22,2
2003,143,17,24,0
2003,139,5,32,0
2003,134,7,25,0
2003,144,8,35,0
2003,146,6,33,2
1997,125,8,15,1
1998,139,8,30,0
1998,140,9,29,0
1997,125,8,13,1
2000,129,10,11,0
1997,122,9,9,0
2000,132,8,18,5
1997,124,8,13,0
1998,150,7,43,0
1999,124,8,10,0
1997,124,9,13,1
1998,135,9,22,0
1999,129,9,15,0
1997,122,8,10,1
1997,123,9,10,0
1997,128,10,15,1
1998,134,9,21,1
1997,130,7,19,0
1998,133,6,26,0
1997,136,9,29,0
1998,136,11,24,1
1997,150,9,42,0
1999,128,9,12,0
1998,133,9,22,1
1998,136,9,25,0
2000,133,8,18,2
1998,136,9,24,1
2001,140,9,27,0
1999,139,8,31,0
2000,137,8,27,0
1999,131,9,21,0
2004,132,8,19,0
2000,140,10,25,2
2001,148,8,37,1
2003,127,9,13,0
2005,131,8,17,0
2001,135,8,22,1
2000,132,9,21,3
1999,126,7,15,0
1999,128,10,12,1
2000,130,10,17,0
2002,123,8,11,0
1999,128,7,18,1
2001,144,5,33,0
1999,131,8,20,2
2000,157,9,55,0
2001,140,8,25,0
2000,129,12,12,0
1999,131,10,15,0
1999,129,8,16,0
1999,134,10,22,0
1999,137,7,28,0
1999,138,11,27,0
1999,141,8,33,0
2003,138,9,27,0
2001,140,6,32,0
2000,139,8,28,3
2000,148,9,35,2
2000,142,9,31,1
2003,NA,8,24,0
2000,134,8,21,1
2000,134,8,21,0
2000,135,11,21,4
2000,137,8,26,2
2000,136,8,24,3
2000,136,8,24,1
2000,137,8,24,0
2002,121,8,10,0
2003,132,7,23,1
2002,125,8,15,0
2000,140,8,30,2
2000,139,7,29,1
2000,139,4,28,2
2000,138,8,25,3
2000,141,7,32,0
2000,143,7,33,1
2000,145,9,35,1
1997,124,7,14,0
1997,123,9,12,1
1998,145,9,36,0
1997,126,9,13,1
1997,128,10,14,1
1998,146,9,36,0
1998,130,10,14,0
1997,129,10,14,0
1997,127,8,14,1
1997,124,7,12,1
1997,133,10,22,0
1997,134,7,19,0
1997,137,9,26,2
2001,154,7,42,1
1999,134,6,27,1
1998,139,5,30,0
1998,136,7,26,0
1999,137,8,28,0
2000,138,9,26,3
1999,136,10,25,0
1999,144,7,35,0
1999,141,10,31,0
2000,142,8,31,2
2007,129,10,19,1
1982,137,10,24,5
1980,138,11,23,2
1980,135,10,21,0
1982,135,7,26,1
1980,136,9,22,2
1983,179,NA,71,NA
1981,142,9,29,0
1983,140,9,28,0
1980,135,11,21,3
1980,131,9,18,1
1982,NA,8,28,0
1981,137,10,18,0
1981,137,10,17,0
1983,149,6,38,1
1982,141,10,28,1
1980,139,9,23,0
1981,140,9,23,1
1980,143,9,30,0
1980,145,11,29,3
1980,137,12,20,2
1981,138,12,16,2
1980,174,6,67,NA
1980,138,8,23,1
1980,146,9,32,1
1980,142,9,27,0
1981,143,9,31,1
1982,139,10,25,1
1981,134,7,23,1
1983,136,10,25,1
1982,NA,6,73,0
1980,143,10,30,3
1982,142,7,33,1
1993,133,8,24,3
1981,NA,8,27,0
1981,142,10,27,2
1984,147,11,33,0
1983,146,12,34,1
1981,142,12,24,1
1982,139,11,26,4
1981,143,8,34,0
1983,141,10,28,1
1981,139,8,27,1
1982,137,9,24,3
1983,136,9,25,3
1981,144,9,34,0
1981,137,7,25,0
1981,146,10,35,0
1982,178,7,69,NA
1981,146,8,36,2
1982,142,9,29,0
1981,148,7,40,0
1984,161,7,50,0
1983,143,8,33,0
1982,140,8,30,5
1981,149,11,39,1
1981,144,8,34,2
1981,148,9,36,0
1981,144,9,33,0
1980,141,9,28,0
1980,139,10,22,2
1980,134,11,19,4
1982,138,10,23,0
1980,138,10,22,2
1981,144,10,33,1
1980,141,11,24,1
1980,142,10,25,2
1983,137,9,25,0
1982,139,8,30,1
1981,144,8,33,1
1980,146,8,37,0
1980,148,9,38,1
1981,140,9,28,1
1981,146,8,34,0
1981,134,7,21,0
1981,135,7,22,0
1981,137,8,24,0
1981,133,7,20,0
1981,136,10,17,0
1981,134,11,18,0
1981,133,7,21,0
1982,138,8,27,2
1981,136,5,24,0
1981,135,6,26,0
1981,146,9,33,0
1982,141,11,26,2
1983,140,11,27,5
1984,162,10,52,0
1981,145,9,34,0
1981,147,10,37,1
1981,140,5,23,0
1981,144,11,26,0
1982,142,12,27,0
1981,136,7,25,1
1981,149,9,36,1
1982,143,11,28,2
1983,143,12,30,0
1981,147,11,36,1
1987,140,12,28,0
1984,147,11,32,0
1981,144,10,33,0
1980,135,12,21,0
1982,138,11,25,0
1981,158,8,47,0
1981,NA,11,17,0
2003,141,8,28,0
2003,135,8,25,1
2003,138,8,26,0
2003,143,8,33,1
2003,NA,6,26,0
2003,137,6,28,2
2000,134,7,25,0
2003,142,10,22,0
2003,135,8,24,0
2003,139,4,27,0
2011,123,11,11,2
2012,132,10,14,0
2015,128,6,19,0
2013,135,9,24,0
2012,121,9,6,0
2011,125,8,17,1
2012,128,8,12,0
2013,143,7,33,2
2012,128,6,16,1
2012,129,8,16,0
2011,129,10,17,0
2011,129,11,17,0
2015,137,6,24,0
2013,144,7,35,0
2012,132,6,21,0
2012,NA,8,4,0
2013,148,5,38,1
2012,137,11,27,0
2013,142,8,27,3
2011,131,9,20,0
2013,148,8,35,0
2012,133,6,19,0
2010,135,9,22,0
2014,127,8,15,1
2013,140,8,29,1
2012,131,8,17,0
2010,134,6,27,0
2010,135,11,22,0
2010,135,7,25,0
2010,138,11,24,3
2010,145,13,18,0
2010,159,6,53,0
2010,124,8,11,0
2012,121,10,1,2
2013,137,7,25,1
2012,118,8,3,0
2011,116,8,6,1
2010,128,6,19,0
2010,162,8,55,0
2010,128,9,18,0
2012,118,9,4,0
2013,134,7,24,1
2012,121,8,5,0
2010,133,9,23,1
2010,133,8,23,0
2010,143,7,35,0
2014,125,6,15,1
2013,146,5,36,0
2010,130,7,21,0
2010,130,11,16,1
2014,130,10,13,0
2011,126,11,13,3
2010,132,11,18,1
2010,161,6,55,0
2010,NA,10,18,0
2010,132,10,19,2
2012,117,10,1,0
2012,136,10,16,1
2012,144,9,17,0
2015,127,11,18,3
2013,NA,10,38,0
2012,131,10,16,4
2011,127,9,17,0
2011,125,9,14,1
2011,122,9,13,0
2012,136,7,18,0
2011,133,10,22,0
2012,138,5,25,0
2011,125,10,15,0
2013,139,7,31,0
2012,134,5,16,0
2013,147,7,35,1
2012,133,9,18,1
2013,141,6,32,0
2012,124,7,9,0
2013,152,8,42,0
2012,131,7,15,0
2013,136,7,25,0
2012,118,9,3,0
2012,134,11,14,1
2012,113,6,5,0
2013,136,7,23,0
2014,117,9,6,0
2012,120,7,6,0
2011,124,8,15,0
2012,129,6,13,0
2011,130,7,21,0
2014,157,5,52,1
2013,140,8,29,0
2012,123,9,10,0
2011,150,5,22,0
2013,147,6,32,1
2012,125,6,13,0
2013,151,9,34,3
2012,129,6,16,0
2011,124,9,15,0
2012,139,8,14,0
2011,129,7,21,0
2012,135,7,15,0
2012,NA,10,14,0
2012,148,5,36,0
2011,133,8,23,2
2011,125,10,14,0
2012,139,7,23,1
2011,125,11,14,1
2012,139,12,5,NA
2012,139,5,22,0
2011,121,9,11,0
2015,118,7,8,0
2012,121,8,9,0
2011,123,10,13,0
2011,120,9,10,0
2012,135,9,19,4
2011,127,7,18,0
2011,128,9,19,1
2015,142,9,27,0
2013,146,9,34,2
2018,145,8,33,0
2016,145,8,34,0
2017,133,9,21,1
2012,134,9,16,0
2011,129,9,20,0
2013,144,8,32,3
2014,128,10,10,3
2012,118,6,4,0
2013,142,7,32,1
2012,127,8,15,0
2015,133,7,20,0
2013,145,7,36,0
2012,NA,7,16,0
2012,129,7,15,0
2011,135,8,26,0
2013,140,5,32,1
2015,123,8,11,0
2011,120,5,11,0
2012,123,8,8,0
2012,127,8,11,0
2011,124,9,12,0
2011,124,8,15,0
2016,157,6,43,0
2015,131,8,19,1
2014,122,8,11,2
2013,150,7,40,1
2012,133,7,21,0
2011,125,8,17,1
2011,127,9,16,0
2012,141,9,14,0
2012,133,6,16,0
1999,138,9,28,0
2005,128,9,16,0
2004,136,9,24,0
2004,135,9,20,1
2004,136,8,24,0
2005,133,9,19,0
2004,137,10,23,2
2004,142,10,29,0
2005,137,8,26,0
2005,135,8,21,1
2006,136,10,25,2
2007,128,10,17,1
2006,141,9,30,2
2007,124,7,16,3
2004,NA,9,11,2
2004,128,6,19,0
2006,135,7,24,2
2005,131,6,21,1
2006,133,9,24,0
2004,133,8,22,1
2004,134,10,20,2
2004,143,7,35,0
2005,131,9,18,0
2005,133,8,22,0
2007,123,6,15,0
2006,132,7,23,1
2005,133,5,25,1
2005,132,4,17,0
2008,132,9,18,1
2007,126,9,17,0
2006,133,9,24,4
2006,135,9,22,2
2007,131,8,22,0
2006,137,9,27,2
2006,135,11,22,1
2006,149,8,41,0
2006,135,8,25,2
2007,127,8,19,0
2006,144,6,37,2
2007,127,7,20,0
2008,138,5,29,0
2010,133,8,23,0
2007,125,8,15,1
2006,132,7,23,0
2006,132,9,22,0
2007,129,8,19,0
2006,135,6,25,1
2006,136,6,28,2
2008,133,7,22,1
2007,127,8,18,0
2006,137,6,28,0
2006,137,8,28,0
2006,138,10,26,0
2007,124,7,15,0
2006,137,3,29,0
2006,140,8,29,0
2006,139,9,28,1
2006,137,9,24,1
2006,138,6,29,1
2006,135,7,26,1
2007,125,8,16,1
2006,136,8,26,1
2006,153,9,43,NA
2008,143,10,30,0
2006,135,10,24,2
2007,130,8,19,0
2006,133,10,22,3
2007,125,9,15,1
2006,137,9,25,0
2007,128,8,17,0
2006,137,8,27,0
2007,NA,10,12,1
2006,140,8,28,2
2007,127,10,13,1
2007,125,9,15,0
2006,137,10,26,2
2006,133,8,23,1
2008,136,8,23,1
2006,137,9,24,0
2007,133,8,24,0
2007,129,12,15,0
2007,130,9,21,0
2007,130,9,20,0
2006,149,9,39,1
2008,138,8,28,0
2006,158,9,76,0
2007,133,11,21,1
2008,143,13,27,0
2007,128,8,19,0
2006,138,8,28,1
2007,125,9,15,0
2006,145,14,24,0
2006,134,5,28,0
2007,122,10,12,1
2008,136,8,25,0
2007,124,10,14,0
2007,123,7,14,1
2007,126,10,14,2
2007,128,9,18,0
2012,146,10,13,0
2007,127,8,18,0
2008,136,8,25,0
2009,125,9,14,2
2007,127,7,18,1
2007,131,7,23,0
2007,130,8,21,0
2009,NA,12,16,0
2007,131,10,21,1
2008,143,8,32,0
2008,137,10,23,0
2009,130,11,16,1
2010,127,11,13,1
2010,166,8,57,0
2008,140,8,30,0
2008,132,9,18,4
2008,136,8,25,0
2007,130,9,17,0
2007,132,11,19,0
2008,138,10,24,0
2010,140,9,27,0
2008,137,9,25,0
2007,130,10,21,0
2007,NA,9,18,0
2007,NA,9,22,0
2007,140,9,33,1
2008,137,7,25,1
2008,143,9,32,0
2008,NA,10,29,0
2009,127,7,17,0
2008,127,6,16,0
2008,126,7,15,0
2008,133,6,25,0
2008,137,7,21,0
2008,137,9,25,0
2008,140,8,30,0
2010,128,9,18,1
2008,141,8,31,1
2009,128,10,16,2
2008,140,9,29,0
2008,143,10,29,0
2008,145,7,38,0
2001,135,5,19,1
2002,122,10,9,4
2002,126,8,13,1
2001,142,6,34,1
2001,143,7,32,0
2003,135,7,25,0
2004,130,9,17,3
2001,145,4,38,0
2003,139,9,24,0
2001,145,9,35,0
2005,140,7,28,0
2002,126,9,15,3
2004,132,10,17,3
2003,135,8,24,2
2001,147,6,36,0
2001,145,8,35,0
2001,150,7,40,0
2001,151,6,43,0
2001,150,6,45,0
2001,147,9,37,0
2004,137,10,23,1
2002,133,10,20,1
2001,155,7,42,0
2001,152,9,36,1
2002,121,9,9,1
2004,136,9,22,0
2003,132,9,20,2
2004,NA,6,34,0
2005,NA,8,21,0
2003,127,7,16,0
2002,153,9,46,1
2003,133,9,20,1
2002,125,10,14,0
2002,126,11,13,0
2002,127,10,16,2
2002,130,8,19,1
2002,131,8,25,0
2002,131,8,20,0
2002,136,7,25,0
2002,143,8,38,0
2004,130,8,16,0
2004,135,6,26,1
2004,134,9,19,0
2005,141,9,31,0
2004,137,8,23,1
2004,140,9,25,0
2005,137,8,25,0
2005,142,9,31,0
2004,142,8,30,0
2006,138,8,26,3
2003,134,11,16,0
2002,124,8,14,4
2003,134,9,22,1
2002,119,10,7,1
2002,122,9,11,0
2002,124,9,12,1
2003,146,7,39,0
2002,122,7,12,0
2002,125,7,16,0
2003,133,9,21,0
2002,124,9,11,1
2005,141,7,33,1
2002,125,10,14,0
2004,133,8,22,0
2005,130,8,20,1
2003,129,8,20,1
2002,127,7,17,0
2003,135,7,26,0
2007,129,10,18,0
2004,133,10,18,0
2002,127,9,17,1
2003,133,10,20,1
2003,139,8,27,0
2002,128,9,17,1
2003,143,10,26,0
2002,123,3,15,0
2003,135,8,23,0
2002,132,9,21,1
2002,129,10,17,1
2007,NA,9,16,0
2003,138,9,21,0
2002,123,7,10,0
2005,143,9,25,0
2004,132,9,18,3
2005,139,10,25,2
2003,NA,15,24,0
2002,138,7,25,1
2002,129,9,19,0
2005,140,12,27,1
2004,140,12,25,3
2003,132,9,20,1
2002,130,8,17,3
2002,133,9,19,0
2002,133,7,22,0
2003,136,6,27,1
2002,134,14,17,1
2002,130,8,19,1
2004,138,12,20,2
2004,150,10,36,0
2002,131,10,19,0
2003,135,7,25,1
2002,136,8,26,0
2003,133,9,21,0
2006,135,11,24,5
2003,133,11,20,0
2005,135,9,24,2
2004,127,10,14,0
2003,137,6,28,0
2003,130,6,20,0
2004,127,8,15,1
2007,126,10,15,3
2003,131,9,20,2
2005,132,10,20,5
2003,131,9,19,0
2005,133,11,16,2
2004,137,12,17,2
2003,133,10,21,0
2006,140,11,23,1
2003,133,10,21,0
2006,138,11,24,6
2007,127,12,13,0
2004,135,10,17,3
2003,133,7,25,0
2003,134,9,23,1
2003,136,7,27,0
2003,134,9,21,0
2004,130,9,18,1
2003,137,6,26,0
2005,139,9,28,3
2004,130,11,16,2
2005,137,10,25,0
2003,144,8,32,0
2004,132,10,15,5
2003,139,9,26,0
2003,141,8,32,0
2004,131,10,19,4
2005,143,9,34,0
2005,142,10,30,0
2006,147,10,36,1
2005,144,12,26,1
2005,146,7,28,0
2005,147,8,31,0
